date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
23-04-01,-23.448,-78.706,-126.548,-0.706,79.6,-132.4757317,14.99,-5.927731721,15.696,452.508,-102.298,206.414
24-04-01,-23.561,-78.991,-127.093,-0.717,79.716,-133.0864245,14.955,-5.993424526,15.672,453.337,-102.572,206.725
25-04-01,-23.674,-79.276,-127.638,-0.728,79.832,-133.6971173,14.92,-6.059117331,15.648,454.166,-102.846,207.036
26-04-01,-23.787,-79.561,-128.183,-0.739,79.948,-134.3078101,14.885,-6.124810136,15.624,454.995,-103.12,207.347
27-04-01,-23.9,-79.846,-128.728,-0.75,80.064,-134.9185029,14.85,-6.190502941,15.6,455.824,-103.394,207.658
28-04-01,-24.013,-80.131,-129.273,-0.761,80.18,-135.5291957,14.815,-6.256195746,15.576,456.653,-103.668,207.969
29-04-01,-24.126,-80.416,-129.818,-0.772,80.296,-136.1398886,14.78,-6.321888551,15.552,457.482,-103.942,208.28
30-04-01,-24.239,-80.701,-130.363,-0.783,80.412,-136.7505814,14.745,-6.387581356,15.528,458.311,-104.216,208.591
01-05-01,-24.352,-80.986,-130.908,-0.794,80.528,-137.3612742,14.71,-6.453274161,15.504,459.14,-104.49,208.902
02-05-01,-24.465,-81.271,-131.453,-0.805,80.644,-137.971967,14.675,-6.518966966,15.48,459.969,-104.764,209.213
03-05-01,-24.578,-81.556,-131.998,-0.816,80.76,-138.5826598,14.64,-6.584659771,15.456,460.798,-105.038,209.524
04-05-01,-24.691,-81.841,-132.543,-0.827,80.876,-139.1933526,14.605,-6.650352576,15.432,461.627,-105.312,209.835
05-05-01,-24.804,-82.126,-133.088,-0.838,80.992,-139.8040454,14.57,-6.716045381,15.408,462.456,-105.586,210.146
06-05-01,-24.917,-82.411,-133.633,-0.849,81.108,-140.4147382,14.535,-6.781738186,15.384,463.285,-105.86,210.457
07-05-01,-25.03,-82.696,-134.178,-0.86,81.224,-141.025431,14.5,-6.847430991,15.36,464.114,-106.134,210.768
08-05-01,-25.143,-82.981,-134.723,-0.871,81.34,-141.6361238,14.465,-6.913123796,15.336,464.943,-106.408,211.079
09-05-01,-25.256,-83.266,-135.268,-0.882,81.456,-142.2468166,14.43,-6.978816601,15.312,465.772,-106.682,211.39
10-05-01,-25.369,-83.551,-135.813,-0.893,81.572,-142.8575094,14.395,-7.044509406,15.288,466.601,-106.956,211.701
11-05-01,-25.482,-83.836,-136.358,-0.904,81.688,-143.4682022,14.36,-7.110202211,15.264,467.43,-107.23,212.012
12-05-01,-25.595,-84.121,-136.903,-0.915,81.804,-144.078895,14.325,-7.175895016,15.24,468.259,-107.504,212.323
13-05-01,-25.708,-84.406,-137.448,-0.926,81.92,-144.6895878,14.29,-7.241587821,15.216,469.088,-107.778,212.634
14-05-01,-25.821,-84.691,-137.993,-0.937,82.036,-145.3002806,14.255,-7.307280626,15.192,469.917,-108.052,212.945
15-05-01,-25.934,-84.976,-138.538,-0.948,82.152,-145.9109734,14.22,-7.372973431,15.168,470.746,-108.326,213.256
16-05-01,-26.047,-85.261,-139.083,-0.959,82.268,-146.5216662,14.185,-7.438666236,15.144,471.575,-108.6,213.567
17-05-01,-26.16,-85.546,-139.628,-0.97,82.384,-147.132359,14.15,-7.504359041,15.12,472.404,-108.874,213.878
18-05-01,-26.273,-85.831,-140.173,-0.981,82.5,-147.7430518,14.115,-7.570051846,15.096,473.233,-109.148,214.189
19-05-01,-26.386,-86.116,-140.718,-0.992,82.616,-148.3537447,14.08,-7.635744651,15.072,474.062,-109.422,214.5
20-05-01,-26.499,-86.401,-141.263,-1.003,82.732,-148.9644375,14.045,-7.701437456,15.048,474.891,-109.696,214.811
21-05-01,-26.612,-86.686,-141.808,-1.014,82.848,-149.5751303,14.01,-7.767130261,15.024,475.72,-109.97,215.122
22-05-01,-26.725,-86.971,-142.353,-1.025,82.964,-150.1858231,13.975,-7.832823066,15,476.549,-110.244,215.433
23-05-01,-26.838,-87.256,-142.898,-1.036,83.08,-150.7965159,13.94,-7.898515871,14.976,477.378,-110.518,215.744
24-05-01,-26.951,-87.541,-143.443,-1.047,83.196,-151.4072087,13.905,-7.964208676,14.952,478.207,-110.792,216.055
25-05-01,-27.064,-87.826,-143.988,-1.058,83.312,-152.0179015,13.87,-8.029901481,14.928,479.036,-111.066,216.366
26-05-01,-27.177,-88.111,-144.533,-1.069,83.428,-152.6285943,13.835,-8.095594286,14.904,479.865,-111.34,216.677
27-05-01,-27.29,-88.396,-145.078,-1.08,83.544,-153.2392871,13.8,-8.16128709,14.88,480.694,-111.614,216.988
28-05-01,-27.403,-88.681,-145.623,-1.091,83.66,-153.8499799,13.765,-8.226979895,14.856,481.523,-111.888,217.299
29-05-01,-27.516,-88.966,-146.168,-1.102,83.776,-154.4606727,13.73,-8.2926727,14.832,482.352,-112.162,217.61
30-05-01,-27.629,-89.251,-146.713,-1.113,83.892,-155.0713655,13.695,-8.358365505,14.808,483.181,-112.436,217.921
31-05-01,-27.742,-89.536,-147.258,-1.124,84.008,-155.6820583,13.66,-8.42405831,14.784,484.01,-112.71,218.232
01-06-01,-27.855,-89.821,-147.803,-1.135,84.124,-156.2927511,13.625,-8.489751115,14.76,484.839,-112.984,218.543
02-06-01,-27.968,-90.106,-148.348,-1.146,84.24,-156.9034439,13.59,-8.55544392,14.736,485.668,-113.258,218.854
03-06-01,-28.081,-90.391,-148.893,-1.157,84.356,-157.5141367,13.555,-8.621136725,14.712,486.497,-113.532,219.165
04-06-01,-28.194,-90.676,-149.438,-1.168,84.472,-158.1248295,13.52,-8.68682953,14.688,487.326,-113.806,219.476
05-06-01,-28.307,-90.961,-149.983,-1.179,84.588,-158.7355223,13.485,-8.752522335,14.664,488.155,-114.08,219.787
06-06-01,-28.42,-91.246,-150.528,-1.19,84.704,-159.3462151,13.45,-8.81821514,14.64,488.984,-114.354,220.098
07-06-01,-28.533,-91.531,-151.073,-1.201,84.82,-159.9569079,13.415,-8.883907945,14.616,489.813,-114.628,220.409
08-06-01,-28.646,-91.816,-151.618,-1.212,84.936,-160.5676008,13.38,-8.94960075,14.592,490.642,-114.902,220.72
09-06-01,-28.759,-92.101,-152.163,-1.223,85.052,-161.1782936,13.345,-9.015293555,14.568,491.471,-115.176,221.031
10-06-01,-28.872,-92.386,-152.708,-1.234,85.168,-161.7889864,13.31,-9.08098636,14.544,492.3,-115.45,221.342
11-06-01,-28.985,-92.671,-153.253,-1.245,85.284,-162.3996792,13.275,-9.146679165,14.52,493.129,-115.724,221.653
12-06-01,-29.098,-92.956,-153.798,-1.256,85.4,-163.010372,13.24,-9.21237197,14.496,493.958,-115.998,221.964
13-06-01,-29.211,-93.241,-154.343,-1.267,85.516,-163.6210648,13.205,-9.278064775,14.472,494.787,-116.272,222.275
14-06-01,-29.324,-93.526,-154.888,-1.278,85.632,-164.2317576,13.17,-9.34375758,14.448,495.616,-116.546,222.586
15-06-01,-29.437,-93.811,-155.433,-1.289,85.748,-164.8424504,13.135,-9.409450385,14.424,496.445,-116.82,222.897
16-06-01,-29.55,-94.096,-155.978,-1.3,85.864,-165.4531432,13.1,-9.47514319,14.4,497.274,-117.094,223.208
17-06-01,-29.663,-94.381,-156.523,-1.311,85.98,-166.063836,13.065,-9.540835995,14.376,498.103,-117.368,223.519
18-06-01,-29.776,-94.666,-157.068,-1.322,86.096,-166.6745288,13.03,-9.6065288,14.352,498.932,-117.642,223.83
19-06-01,-29.889,-94.951,-157.613,-1.333,86.212,-167.2852216,12.995,-9.672221605,14.328,499.761,-117.916,224.141
20-06-01,-30.002,-95.236,-158.158,-1.344,86.328,-167.8959144,12.96,-9.73791441,14.304,500.59,-118.19,224.452
21-06-01,-30.115,-95.521,-158.703,-1.355,86.444,-168.5066072,12.925,-9.803607215,14.28,501.419,-118.464,224.763
22-06-01,-30.228,-95.806,-159.248,-1.366,86.56,-169.1173,12.89,-9.86930002,14.256,502.248,-118.738,225.074
23-06-01,-30.341,-96.091,-159.793,-1.377,86.676,-169.7279928,12.855,-9.934992825,14.232,503.077,-119.012,225.385
24-06-01,-30.454,-96.376,-160.338,-1.388,86.792,-170.3386856,12.82,-10.00068563,14.208,503.906,-119.286,225.696
25-06-01,-30.567,-96.661,-160.883,-1.399,86.908,-170.9493784,12.785,-10.06637843,14.184,504.735,-119.56,226.007
26-06-01,-30.68,-96.946,-161.428,-1.41,87.024,-171.5600712,12.75,-10.13207124,14.16,505.564,-119.834,226.318
27-06-01,-30.793,-97.231,-161.973,-1.421,87.14,-172.170764,12.715,-10.19776404,14.136,506.393,-120.108,226.629
28-06-01,-30.906,-97.516,-162.518,-1.432,87.256,-172.7814568,12.68,-10.26345685,14.112,507.222,-120.382,226.94
29-06-01,-31.019,-97.801,-163.063,-1.443,87.372,-173.3921497,12.645,-10.32914965,14.088,508.051,-120.656,227.251
30-06-01,-31.132,-98.086,-163.608,-1.454,87.488,-174.0028425,12.61,-10.39484246,14.064,508.88,-120.93,227.562
01-07-01,-31.245,-98.371,-164.153,-1.465,87.604,-174.6135353,12.575,-10.46053526,14.04,509.709,-121.204,227.873
02-07-01,-31.358,-98.656,-164.698,-1.476,87.72,-175.2242281,12.54,-10.52622807,14.016,510.538,-121.478,228.184
03-07-01,-31.471,-98.941,-165.243,-1.487,87.836,-175.8349209,12.505,-10.59192087,13.992,511.367,-121.752,228.495
04-07-01,-31.584,-99.226,-165.788,-1.498,87.952,-176.4456137,12.47,-10.65761368,13.968,512.196,-122.026,228.806
05-07-01,-31.697,-99.511,-166.333,-1.509,88.068,-177.0563065,12.435,-10.72330648,13.944,513.025,-122.3,229.117
06-07-01,-31.81,-99.796,-166.878,-1.52,88.184,-177.6669993,12.4,-10.78899929,13.92,513.854,-122.574,229.428
07-07-01,-31.923,-100.081,-167.423,-1.531,88.3,-178.2776921,12.365,-10.85469209,13.896,514.683,-122.848,229.739
08-07-01,-32.036,-100.366,-167.968,-1.542,88.416,-178.8883849,12.33,-10.9203849,13.872,515.512,-123.122,230.05
09-07-01,-32.149,-100.651,-168.513,-1.553,88.532,-179.4990777,12.295,-10.9860777,13.848,516.341,-123.396,230.361
10-07-01,-32.262,-100.936,-169.058,-1.564,88.648,-180.1097705,12.26,-11.05177051,13.824,517.17,-123.67,230.672
11-07-01,-32.375,-101.221,-169.603,-1.575,88.764,-180.7204633,12.225,-11.11746331,13.8,517.999,-123.944,230.983
12-07-01,-32.488,-101.506,-170.148,-1.586,88.88,-181.3311561,12.19,-11.18315612,13.776,518.828,-124.218,231.294
13-07-01,-32.601,-101.791,-170.693,-1.597,88.996,-181.9418489,12.155,-11.24884892,13.752,519.657,-124.492,231.605
14-07-01,-32.714,-102.076,-171.238,-1.608,89.112,-182.5525417,12.12,-11.31454173,13.728,520.486,-124.766,231.916
15-07-01,-32.827,-102.361,-171.783,-1.619,89.228,-183.1632345,12.085,-11.38023453,13.704,521.315,-125.04,232.227
16-07-01,-32.94,-102.646,-172.328,-1.63,89.344,-183.7739273,12.05,-11.44592734,13.68,522.144,-125.314,232.538
17-07-01,-33.053,-102.931,-172.873,-1.641,89.46,-184.3846201,12.015,-11.51162014,13.656,522.973,-125.588,232.849
18-07-01,-33.166,-103.216,-173.418,-1.652,89.576,-184.9953129,11.98,-11.57731295,13.632,523.802,-125.862,233.16
19-07-01,-33.279,-103.501,-173.963,-1.663,89.692,-185.6060058,11.945,-11.64300575,13.608,524.631,-126.136,233.471
20-07-01,-33.392,-103.786,-174.508,-1.674,89.808,-186.2166986,11.91,-11.70869856,13.584,525.46,-126.41,233.782
21-07-01,-33.505,-104.071,-175.053,-1.685,89.924,-186.8273914,11.875,-11.77439136,13.56,526.289,-126.684,234.093
22-07-01,-33.618,-104.356,-175.598,-1.696,90.04,-187.4380842,11.84,-11.84008417,13.536,527.118,-126.958,234.404
23-07-01,-33.731,-104.641,-176.143,-1.707,90.156,-188.048777,11.805,-11.90577697,13.512,527.947,-127.232,234.715
24-07-01,-33.844,-104.926,-176.688,-1.718,90.272,-188.6594698,11.77,-11.97146978,13.488,528.776,-127.506,235.026
25-07-01,-33.957,-105.211,-177.233,-1.729,90.388,-189.2701626,11.735,-12.03716258,13.464,529.605,-127.78,235.337
26-07-01,-34.07,-105.496,-177.778,-1.74,90.504,-189.8808554,11.7,-12.10285539,13.44,530.434,-128.054,235.648
27-07-01,-34.183,-105.781,-178.323,-1.751,90.62,-190.4915482,11.665,-12.16854819,13.416,531.263,-128.328,235.959
28-07-01,-34.296,-106.066,-178.868,-1.762,90.736,-191.102241,11.63,-12.234241,13.392,532.092,-128.602,236.27
29-07-01,-34.409,-106.351,-179.413,-1.773,90.852,-191.7129338,11.595,-12.2999338,13.368,532.921,-128.876,236.581
30-07-01,-34.522,-106.636,-179.958,-1.784,90.968,-192.3236266,11.56,-12.36562661,13.344,533.75,-129.15,236.892
31-07-01,-34.635,-106.921,-180.503,-1.795,91.084,-192.9343194,11.525,-12.43131941,13.32,534.579,-129.424,237.203
01-08-01,-34.748,-107.206,-181.048,-1.806,91.2,-193.5450122,11.49,-12.49701222,13.296,535.408,-129.698,237.514
02-08-01,-34.861,-107.491,-181.593,-1.817,91.316,-194.155705,11.455,-12.56270502,13.272,536.237,-129.972,237.825
03-08-01,-34.974,-107.776,-182.138,-1.828,91.432,-194.7663978,11.42,-12.62839783,13.248,537.066,-130.246,238.136
04-08-01,-35.087,-108.061,-182.683,-1.839,91.548,-195.3770906,11.385,-12.69409063,13.224,537.895,-130.52,238.447
05-08-01,-35.2,-108.346,-183.228,-1.85,91.664,-195.9877834,11.35,-12.75978344,13.2,538.724,-130.794,238.758
06-08-01,-35.313,-108.631,-183.773,-1.861,91.78,-196.5984762,11.315,-12.82547624,13.176,539.553,-131.068,239.069
07-08-01,-35.426,-108.916,-184.318,-1.872,91.896,-197.209169,11.28,-12.89116905,13.152,540.382,-131.342,239.38
08-08-01,-35.539,-109.201,-184.863,-1.883,92.012,-197.8198619,11.245,-12.95686185,13.128,541.211,-131.616,239.691
09-08-01,-35.652,-109.486,-185.408,-1.894,92.128,-198.4305547,11.21,-13.02255466,13.104,542.04,-131.89,240.002
10-08-01,-35.765,-109.771,-185.953,-1.905,92.244,-199.0412475,11.175,-13.08824746,13.08,542.869,-132.164,240.313
11-08-01,-35.878,-110.056,-186.498,-1.916,92.36,-199.6519403,11.14,-13.15394027,13.056,543.698,-132.438,240.624
12-08-01,-35.991,-110.341,-187.043,-1.927,92.476,-200.2626331,11.105,-13.21963307,13.032,544.527,-132.712,240.935
13-08-01,-36.104,-110.626,-187.588,-1.938,92.592,-200.8733259,11.07,-13.28532588,13.008,545.356,-132.986,241.246
14-08-01,-36.217,-110.911,-188.133,-1.949,92.708,-201.4840187,11.035,-13.35101868,12.984,546.185,-133.26,241.557
15-08-01,-36.33,-111.196,-188.678,-1.96,92.824,-202.0947115,11,-13.41671149,12.96,547.014,-133.534,241.868
16-08-01,-36.443,-111.481,-189.223,-1.971,92.94,-202.7054043,10.965,-13.48240429,12.936,547.843,-133.808,242.179
17-08-01,-36.556,-111.766,-189.768,-1.982,93.056,-203.3160971,10.93,-13.5480971,12.912,548.672,-134.082,242.49
18-08-01,-36.669,-112.051,-190.313,-1.993,93.172,-203.9267899,10.895,-13.6137899,12.888,549.501,-134.356,242.801
19-08-01,-36.782,-112.336,-190.858,-2.004,93.288,-204.5374827,10.86,-13.67948271,12.864,550.33,-134.63,243.112
20-08-01,-36.895,-112.621,-191.403,-2.015,93.404,-205.1481755,10.825,-13.74517551,12.84,551.159,-134.904,243.423
21-08-01,-37.008,-112.906,-191.948,-2.026,93.52,-205.7588683,10.79,-13.81086832,12.816,551.988,-135.178,243.734
22-08-01,-37.121,-113.191,-192.493,-2.037,93.636,-206.3695611,10.755,-13.87656112,12.792,552.817,-135.452,244.045
23-08-01,-37.234,-113.476,-193.038,-2.048,93.752,-206.9802539,10.72,-13.94225393,12.768,553.646,-135.726,244.356
24-08-01,-37.347,-113.761,-193.583,-2.059,93.868,-207.5909467,10.685,-14.00794673,12.744,554.475,-136,244.667
25-08-01,-37.46,-114.046,-194.128,-2.07,93.984,-208.2016395,10.65,-14.07363954,12.72,555.304,-136.274,244.978
26-08-01,-37.573,-114.331,-194.673,-2.081,94.1,-208.8123323,10.615,-14.13933234,12.696,556.133,-136.548,245.289
27-08-01,-37.686,-114.616,-195.218,-2.092,94.216,-209.4230251,10.58,-14.20502515,12.672,556.962,-136.822,245.6
28-08-01,-37.799,-114.901,-195.763,-2.103,94.332,-210.033718,10.545,-14.27071795,12.648,557.791,-137.096,245.911
29-08-01,-37.912,-115.186,-196.308,-2.114,94.448,-210.6444108,10.51,-14.33641076,12.624,558.62,-137.37,246.222
30-08-01,-38.025,-115.471,-196.853,-2.125,94.564,-211.2551036,10.475,-14.40210356,12.6,559.449,-137.644,246.533
31-08-01,-38.138,-115.756,-197.398,-2.136,94.68,-211.8657964,10.44,-14.46779637,12.576,560.278,-137.918,246.844
01-09-01,-38.251,-116.041,-197.943,-2.147,94.796,-212.4764892,10.405,-14.53348917,12.552,561.107,-138.192,247.155
02-09-01,-38.364,-116.326,-198.488,-2.158,94.912,-213.087182,10.37,-14.59918198,12.528,561.936,-138.466,247.466
03-09-01,-38.477,-116.611,-199.033,-2.169,95.028,-213.6978748,10.335,-14.66487478,12.504,562.765,-138.74,247.777
04-09-01,-38.59,-116.896,-199.578,-2.18,95.144,-214.3085676,10.3,-14.73056759,12.48,563.594,-139.014,248.088
05-09-01,-38.703,-117.181,-200.123,-2.191,95.26,-214.9192604,10.265,-14.79626039,12.456,564.423,-139.288,248.399
06-09-01,-38.816,-117.466,-200.668,-2.202,95.376,-215.5299532,10.23,-14.8619532,12.432,565.252,-139.562,248.71
07-09-01,-38.929,-117.751,-201.213,-2.213,95.492,-216.140646,10.195,-14.927646,12.408,566.081,-139.836,249.021
08-09-01,-39.042,-118.036,-201.758,-2.224,95.608,-216.7513388,10.16,-14.99333881,12.384,566.91,-140.11,249.332
09-09-01,-39.155,-118.321,-202.303,-2.235,95.724,-217.3620316,10.125,-15.05903161,12.36,567.739,-140.384,249.643
10-09-01,-39.268,-118.606,-202.848,-2.246,95.84,-217.9727244,10.09,-15.12472442,12.336,568.568,-140.658,249.954
11-09-01,-39.381,-118.891,-203.393,-2.257,95.956,-218.5834172,10.055,-15.19041722,12.312,569.397,-140.932,250.265
12-09-01,-39.494,-119.176,-203.938,-2.268,96.072,-219.19411,10.02,-15.25611003,12.288,570.226,-141.206,250.576
13-09-01,-39.607,-119.461,-204.483,-2.279,96.188,-219.8048028,9.985,-15.32180283,12.264,571.055,-141.48,250.887
14-09-01,-39.72,-119.746,-205.028,-2.29,96.304,-220.4154956,9.95,-15.38749564,12.24,571.884,-141.754,251.198
15-09-01,-39.833,-120.031,-205.573,-2.301,96.42,-221.0261884,9.915,-15.45318844,12.216,572.713,-142.028,251.509
16-09-01,-39.946,-120.316,-206.118,-2.312,96.536,-221.6368812,9.88,-15.51888125,12.192,573.542,-142.302,251.82
17-09-01,-40.059,-120.601,-206.663,-2.323,96.652,-222.2475741,9.845,-15.58457405,12.168,574.371,-142.576,252.131
18-09-01,-40.172,-120.886,-207.208,-2.334,96.768,-222.8582669,9.81,-15.65026686,12.144,575.2,-142.85,252.442
19-09-01,-40.285,-121.171,-207.753,-2.345,96.884,-223.4689597,9.775,-15.71595966,12.12,576.029,-143.124,252.753
20-09-01,-40.398,-121.456,-208.298,-2.356,97,-224.0796525,9.74,-15.78165247,12.096,576.858,-143.398,253.064
21-09-01,-40.511,-121.741,-208.843,-2.367,97.116,-224.6903453,9.705,-15.84734527,12.072,577.687,-143.672,253.375
22-09-01,-40.624,-122.026,-209.388,-2.378,97.232,-225.3010381,9.67,-15.91303808,12.048,578.516,-143.946,253.686
23-09-01,-40.737,-122.311,-209.933,-2.389,97.348,-225.9117309,9.635,-15.97873088,12.024,579.345,-144.22,253.997
24-09-01,-40.85,-122.596,-210.478,-2.4,97.464,-226.5224237,9.6,-16.04442369,12,580.174,-144.494,254.308
25-09-01,-40.963,-122.881,-211.023,-2.411,97.58,-227.1331165,9.565,-16.11011649,11.976,581.003,-144.768,254.619
26-09-01,-41.076,-123.166,-211.568,-2.422,97.696,-227.7438093,9.53,-16.1758093,11.952,581.832,-145.042,254.93
27-09-01,-41.189,-123.451,-212.113,-2.433,97.812,-228.3545021,9.495,-16.2415021,11.928,582.661,-145.316,255.241
28-09-01,-41.302,-123.736,-212.658,-2.444,97.928,-228.9651949,9.46,-16.30719491,11.904,583.49,-145.59,255.552
29-09-01,-41.415,-124.021,-213.203,-2.455,98.044,-229.5758877,9.425,-16.37288771,11.88,584.319,-145.864,255.863
30-09-01,-41.528,-124.306,-213.748,-2.466,98.16,-230.1865805,9.39,-16.43858052,11.856,585.148,-146.138,256.174
01-10-01,-41.641,-124.591,-214.293,-2.477,98.276,-230.7972733,9.355,-16.50427332,11.832,585.977,-146.412,256.485
02-10-01,-41.754,-124.876,-214.838,-2.488,98.392,-231.4079661,9.32,-16.56996613,11.808,586.806,-146.686,256.796
03-10-01,-41.867,-125.161,-215.383,-2.499,98.508,-232.0186589,9.285,-16.63565893,11.784,587.635,-146.96,257.107
04-10-01,-41.98,-125.446,-215.928,-2.51,98.624,-232.6293517,9.25,-16.70135174,11.76,588.464,-147.234,257.418
05-10-01,-42.093,-125.731,-216.473,-2.521,98.74,-233.2400445,9.215,-16.76704454,11.736,589.293,-147.508,257.729
06-10-01,-42.206,-126.016,-217.018,-2.532,98.856,-233.8507373,9.18,-16.83273735,11.712,590.122,-147.782,258.04
07-10-01,-42.319,-126.301,-217.563,-2.543,98.972,-234.4614302,9.145,-16.89843015,11.688,590.951,-148.056,258.351
08-10-01,-42.432,-126.586,-218.108,-2.554,99.088,-235.072123,9.11,-16.96412296,11.664,591.78,-148.33,258.662
09-10-01,-42.545,-126.871,-218.653,-2.565,99.204,-235.6828158,9.075,-17.02981576,11.64,592.609,-148.604,258.973
10-10-01,-42.658,-127.156,-219.198,-2.576,99.32,-236.2935086,9.04,-17.09550857,11.616,593.438,-148.878,259.284
11-10-01,-42.771,-127.441,-219.743,-2.587,99.436,-236.9042014,9.005,-17.16120137,11.592,594.267,-149.152,259.595
12-10-01,-42.884,-127.726,-220.288,-2.598,99.552,-237.5148942,8.97,-17.22689418,11.568,595.096,-149.426,259.906
13-10-01,-42.997,-128.011,-220.833,-2.609,99.668,-238.125587,8.935,-17.29258698,11.544,595.925,-149.7,260.217
14-10-01,-43.11,-128.296,-221.378,-2.62,99.784,-238.7362798,8.9,-17.35827979,11.52,596.754,-149.974,260.528
15-10-01,-43.223,-128.581,-221.923,-2.631,99.9,-239.3469726,8.865,-17.42397259,11.496,597.583,-150.248,260.839
16-10-01,-43.336,-128.866,-222.468,-2.642,100.016,-239.9576654,8.83,-17.4896654,11.472,598.412,-150.522,261.15
17-10-01,-43.449,-129.151,-223.013,-2.653,100.132,-240.5683582,8.795,-17.5553582,11.448,599.241,-150.796,261.461
18-10-01,-43.562,-129.436,-223.558,-2.664,100.248,-241.179051,8.76,-17.62105101,11.424,600.07,-151.07,261.772
19-10-01,-43.675,-129.721,-224.103,-2.675,100.364,-241.7897438,8.725,-17.68674381,11.4,600.899,-151.344,262.083
20-10-01,-43.788,-130.006,-224.648,-2.686,100.48,-242.4004366,8.69,-17.75243662,11.376,601.728,-151.618,262.394
21-10-01,-43.901,-130.291,-225.193,-2.697,100.596,-243.0111294,8.655,-17.81812942,11.352,602.557,-151.892,262.705
22-10-01,-44.014,-130.576,-225.738,-2.708,100.712,-243.6218222,8.62,-17.88382223,11.328,603.386,-152.166,263.016
23-10-01,-44.127,-130.861,-226.283,-2.719,100.828,-244.232515,8.585,-17.94951503,11.304,604.215,-152.44,263.327
24-10-01,-44.24,-131.146,-226.828,-2.73,100.944,-244.8432078,8.55,-18.01520784,11.28,605.044,-152.714,263.638
25-10-01,-44.353,-131.431,-227.373,-2.741,101.06,-245.4539006,8.515,-18.08090064,11.256,605.873,-152.988,263.949
26-10-01,-44.466,-131.716,-227.918,-2.752,101.176,-246.0645934,8.48,-18.14659345,11.232,606.702,-153.262,264.26
27-10-01,-44.579,-132.001,-228.463,-2.763,101.292,-246.6752863,8.445,-18.21228625,11.208,607.531,-153.536,264.571
28-10-01,-44.692,-132.286,-229.008,-2.774,101.408,-247.2859791,8.41,-18.27797906,11.184,608.36,-153.81,264.882
29-10-01,-44.805,-132.571,-229.553,-2.785,101.524,-247.8966719,8.375,-18.34367186,11.16,609.189,-154.084,265.193
30-10-01,-44.918,-132.856,-230.098,-2.796,101.64,-248.5073647,8.34,-18.40936467,11.136,610.018,-154.358,265.504
31-10-01,-45.031,-133.141,-230.643,-2.807,101.756,-249.1180575,8.305,-18.47505747,11.112,610.847,-154.632,265.815
01-11-01,-45.144,-133.426,-231.188,-2.818,101.872,-249.7287503,8.27,-18.54075028,11.088,611.676,-154.906,266.126
02-11-01,-45.257,-133.711,-231.733,-2.829,101.988,-250.3394431,8.235,-18.60644308,11.064,612.505,-155.18,266.437
03-11-01,-45.37,-133.996,-232.278,-2.84,102.104,-250.9501359,8.2,-18.67213589,11.04,613.334,-155.454,266.748
04-11-01,-45.483,-134.281,-232.823,-2.851,102.22,-251.5608287,8.165,-18.73782869,11.016,614.163,-155.728,267.059
05-11-01,-45.596,-134.566,-233.368,-2.862,102.336,-252.1715215,8.13,-18.8035215,10.992,614.992,-156.002,267.37
06-11-01,-45.709,-134.851,-233.913,-2.873,102.452,-252.7822143,8.095,-18.8692143,10.968,615.821,-156.276,267.681
07-11-01,-45.822,-135.136,-234.458,-2.884,102.568,-253.3929071,8.06,-18.93490711,10.944,616.65,-156.55,267.992
08-11-01,-45.935,-135.421,-235.003,-2.895,102.684,-254.0035999,8.025,-19.00059991,10.92,617.479,-156.824,268.303
09-11-01,-46.048,-135.706,-235.548,-2.906,102.8,-254.6142927,7.99,-19.06629272,10.896,618.308,-157.098,268.614
10-11-01,-46.161,-135.991,-236.093,-2.917,102.916,-255.2249855,7.955,-19.13198552,10.872,619.137,-157.372,268.925
11-11-01,-46.274,-136.276,-236.638,-2.928,103.032,-255.8356783,7.92,-19.19767833,10.848,619.966,-157.646,269.236
12-11-01,-46.387,-136.561,-237.183,-2.939,103.148,-256.4463711,7.885,-19.26337113,10.824,620.795,-157.92,269.547
13-11-01,-46.5,-136.846,-237.728,-2.95,103.264,-257.0570639,7.85,-19.32906394,10.8,621.624,-158.194,269.858
14-11-01,-46.613,-137.131,-238.273,-2.961,103.38,-257.6677567,7.815,-19.39475674,10.776,622.453,-158.468,270.169
15-11-01,-46.726,-137.416,-238.818,-2.972,103.496,-258.2784495,7.78,-19.46044955,10.752,623.282,-158.742,270.48
16-11-01,-46.839,-137.701,-239.363,-2.983,103.612,-258.8891424,7.745,-19.52614235,10.728,624.111,-159.016,270.791
17-11-01,-46.952,-137.986,-239.908,-2.994,103.728,-259.4998352,7.71,-19.59183516,10.704,624.94,-159.29,271.102
18-11-01,-47.065,-138.271,-240.453,-3.005,103.844,-260.110528,7.675,-19.65752796,10.68,625.769,-159.564,271.413
19-11-01,-47.178,-138.556,-240.998,-3.016,103.96,-260.7212208,7.64,-19.72322077,10.656,626.598,-159.838,271.724
20-11-01,-47.291,-138.841,-241.543,-3.027,104.076,-261.3319136,7.605,-19.78891357,10.632,627.427,-160.112,272.035
21-11-01,-47.404,-139.126,-242.088,-3.038,104.192,-261.9426064,7.57,-19.85460638,10.608,628.256,-160.386,272.346
22-11-01,-47.517,-139.411,-242.633,-3.049,104.308,-262.5532992,7.535,-19.92029918,10.584,629.085,-160.66,272.657
23-11-01,-47.63,-139.696,-243.178,-3.06,104.424,-263.163992,7.5,-19.98599199,10.56,629.914,-160.934,272.968
