date,Ozone
11/5/2005,0.019008059
11/6/2005,0.019011224
11/7/2005,0.01901439
11/8/2005,0.019017555
11/9/2005,0.019020721
11/10/2005,0.019023886
11/11/2005,0.019027051
11/12/2005,0.019030217
11/13/2005,0.019033382
11/14/2005,0.019036548
11/15/2005,0.019039713
11/16/2005,0.019042879
11/17/2005,0.019046044
11/18/2005,0.019049209
11/19/2005,0.019052375
11/20/2005,0.01905554
11/21/2005,0.019058706
11/22/2005,0.019061871
11/23/2005,0.019065037
11/24/2005,0.019068202
11/25/2005,0.019071367
11/26/2005,0.019074533
11/27/2005,0.019077698
11/28/2005,0.019080864
11/29/2005,0.019084029
11/30/2005,0.019087195
12/1/2005,0.01909036
12/2/2005,0.019093525
12/3/2005,0.019096691
12/4/2005,0.019099856
12/5/2005,0.019103022
12/6/2005,0.019106187
12/7/2005,0.019109353
12/8/2005,0.019112518
12/9/2005,0.019115683
12/10/2005,0.019118849
12/11/2005,0.019122014
12/12/2005,0.01912518
12/13/2005,0.019128345
12/14/2005,0.019131511
12/15/2005,0.019134676
12/16/2005,0.019137841
12/17/2005,0.019141007
12/18/2005,0.019144172
12/19/2005,0.019147338
12/20/2005,0.019150503
12/21/2005,0.019153669
12/22/2005,0.019156834
12/23/2005,0.019159999
12/24/2005,0.019163165
12/25/2005,0.01916633
12/26/2005,0.019169496
12/27/2005,0.019172661
12/28/2005,0.019175827
12/29/2005,0.019178992
12/30/2005,0.019182157
12/31/2005,0.019185323
1/1/2006,0.019188488
1/2/2006,0.019191654
1/3/2006,0.019194819
1/4/2006,0.019197985
1/5/2006,0.01920115
1/6/2006,0.019204315
1/7/2006,0.019207481
1/8/2006,0.019210646
1/9/2006,0.019213812
1/10/2006,0.019216977
1/11/2006,0.019220143
1/12/2006,0.019223308
1/13/2006,0.019226473
1/14/2006,0.019229639
1/15/2006,0.019232804
1/16/2006,0.01923597
1/17/2006,0.019239135
1/18/2006,0.019242301
1/19/2006,0.019245466
1/20/2006,0.019248631
1/21/2006,0.019251797
1/22/2006,0.019254962
1/23/2006,0.019258128
1/24/2006,0.019261293
1/25/2006,0.019264459
1/26/2006,0.019267624
1/27/2006,0.019270789
1/28/2006,0.019273955
1/29/2006,0.01927712
1/30/2006,0.019280286
1/31/2006,0.019283451
2/1/2006,0.019286617
2/2/2006,0.019289782
2/3/2006,0.019292947
2/4/2006,0.019296113
2/5/2006,0.019299278
2/6/2006,0.019302444
2/7/2006,0.019305609
2/8/2006,0.019308775
2/9/2006,0.01931194
2/10/2006,0.019315105
2/11/2006,0.019318271
2/12/2006,0.019321436
2/13/2006,0.019324602
2/14/2006,0.019327767
2/15/2006,0.019330933
2/16/2006,0.019334098
2/17/2006,0.019337263
2/18/2006,0.019340429
2/19/2006,0.019343594
2/20/2006,0.01934676
2/21/2006,0.019349925
2/22/2006,0.01935309
2/23/2006,0.019356256
2/24/2006,0.019359421
2/25/2006,0.019362587
2/26/2006,0.019365752
2/27/2006,0.019368918
2/28/2006,0.019372083
3/1/2006,0.019375248
3/2/2006,0.019378414
3/3/2006,0.019381579
3/4/2006,0.019384745
3/5/2006,0.01938791
3/6/2006,0.019391076
3/7/2006,0.019394241
3/8/2006,0.019397406
3/9/2006,0.019400572
3/10/2006,0.019403737
3/11/2006,0.019406903
3/12/2006,0.019410068
3/13/2006,0.019413234
3/14/2006,0.019416399
3/15/2006,0.019419564
3/16/2006,0.01942273
3/17/2006,0.019425895
3/18/2006,0.019429061
3/19/2006,0.019432226
3/20/2006,0.019435392
3/21/2006,0.019438557
3/22/2006,0.019441722
3/23/2006,0.019444888
3/24/2006,0.019448053
3/25/2006,0.019451219
3/26/2006,0.019454384
3/27/2006,0.01945755
3/28/2006,0.019460715
3/29/2006,0.01946388
3/30/2006,0.019467046
3/31/2006,0.019470211
4/1/2006,0.019473377
4/2/2006,0.019476542
4/3/2006,0.019479708
4/4/2006,0.019482873
4/5/2006,0.019486038
4/6/2006,0.019489204
4/7/2006,0.019492369
4/8/2006,0.019495535
4/9/2006,0.0194987
4/10/2006,0.019501866
4/11/2006,0.019505031
4/12/2006,0.019508196
4/13/2006,0.019511362
4/14/2006,0.019514527
4/15/2006,0.019517693
4/16/2006,0.019520858
4/17/2006,0.019524024
4/18/2006,0.019527189
4/19/2006,0.019530354
4/20/2006,0.01953352
4/21/2006,0.019536685
4/22/2006,0.019539851
4/23/2006,0.019543016
4/24/2006,0.019546182
4/25/2006,0.019549347
4/26/2006,0.019552512
4/27/2006,0.019555678
4/28/2006,0.019558843
4/29/2006,0.019562009
4/30/2006,0.019565174
5/1/2006,0.01956834
5/2/2006,0.019571505
5/3/2006,0.01957467
5/4/2006,0.019577836
5/5/2006,0.019581001
5/6/2006,0.019584167
5/7/2006,0.019587332
5/8/2006,0.019590498
5/9/2006,0.019593663
5/10/2006,0.019596828
5/11/2006,0.019599994
5/12/2006,0.019603159
5/13/2006,0.019606325
5/14/2006,0.01960949
5/15/2006,0.019612656
5/16/2006,0.019615821
5/17/2006,0.019618986
5/18/2006,0.019622152
5/19/2006,0.019625317
5/20/2006,0.019628483
5/21/2006,0.019631648
5/22/2006,0.019634814
5/23/2006,0.019637979
5/24/2006,0.019641144
5/25/2006,0.01964431
5/26/2006,0.019647475
5/27/2006,0.019650641
5/28/2006,0.019653806
5/29/2006,0.019656972
5/30/2006,0.019660137
5/31/2006,0.019663302
6/1/2006,0.019666468
6/2/2006,0.019669633
6/3/2006,0.019672799
6/4/2006,0.019675964
6/5/2006,0.01967913
6/6/2006,0.019682295
6/7/2006,0.01968546
6/8/2006,0.019688626
6/9/2006,0.019691791
6/10/2006,0.019694957
6/11/2006,0.019698122
6/12/2006,0.019701288
6/13/2006,0.019704453
6/14/2006,0.019707618
6/15/2006,0.019710784
6/16/2006,0.019713949
6/17/2006,0.019717115
6/18/2006,0.01972028
6/19/2006,0.019723446
6/20/2006,0.019726611
6/21/2006,0.019729776
6/22/2006,0.019732942
6/23/2006,0.019736107
6/24/2006,0.019739273
6/25/2006,0.019742438
6/26/2006,0.019745604
6/27/2006,0.019748769
6/28/2006,0.019751934
6/29/2006,0.0197551
6/30/2006,0.019758265
7/1/2006,0.019761431
7/2/2006,0.019764596
7/3/2006,0.019767762
7/4/2006,0.019770927
7/5/2006,0.019774092
7/6/2006,0.019777258
7/7/2006,0.019780423
7/8/2006,0.019783589
7/9/2006,0.019786754
7/10/2006,0.01978992
7/11/2006,0.019793085
7/12/2006,0.01979625
7/13/2006,0.019799416
7/14/2006,0.019802581
7/15/2006,0.019805747
7/16/2006,0.019808912
7/17/2006,0.019812078
7/18/2006,0.019815243
7/19/2006,0.019818408
7/20/2006,0.019821574
7/21/2006,0.019824739
7/22/2006,0.019827905
7/23/2006,0.01983107
7/24/2006,0.019834236
7/25/2006,0.019837401
7/26/2006,0.019840566
7/27/2006,0.019843732
7/28/2006,0.019846897
7/29/2006,0.019850063
7/30/2006,0.019853228
7/31/2006,0.019856394
8/1/2006,0.019859559
8/2/2006,0.019862724
8/3/2006,0.01986589
8/4/2006,0.019869055
8/5/2006,0.019872221
8/6/2006,0.019875386
8/7/2006,0.019878552
8/8/2006,0.019881717
8/9/2006,0.019884882
8/10/2006,0.019888048
8/11/2006,0.019891213
8/12/2006,0.019894379
8/13/2006,0.019897544
8/14/2006,0.01990071
8/15/2006,0.019903875
8/16/2006,0.01990704
8/17/2006,0.019910206
8/18/2006,0.019913371
8/19/2006,0.019916537
8/20/2006,0.019919702
8/21/2006,0.019922868
8/22/2006,0.019926033
8/23/2006,0.019929198
8/24/2006,0.019932364
8/25/2006,0.019935529
8/26/2006,0.019938695
8/27/2006,0.01994186
8/28/2006,0.019945026
8/29/2006,0.019948191
8/30/2006,0.019951356
8/31/2006,0.019954522
9/1/2006,0.019957687
9/2/2006,0.019960853
9/3/2006,0.019964018
9/4/2006,0.019967184
9/5/2006,0.019970349
9/6/2006,0.019973514
9/7/2006,0.01997668
9/8/2006,0.019979845
9/9/2006,0.019983011
9/10/2006,0.019986176
9/11/2006,0.019989342
9/12/2006,0.019992507
9/13/2006,0.019995672
9/14/2006,0.019998838
9/15/2006,0.020002003
9/16/2006,0.020005169
9/17/2006,0.020008334
9/18/2006,0.0200115
9/19/2006,0.020014665
9/20/2006,0.02001783
9/21/2006,0.020020996
9/22/2006,0.020024161
9/23/2006,0.020027327
9/24/2006,0.020030492
9/25/2006,0.020033658
9/26/2006,0.020036823
9/27/2006,0.020039988
9/28/2006,0.020043154
9/29/2006,0.020046319
9/30/2006,0.020049485
10/1/2006,0.02005265
10/2/2006,0.020055816
10/3/2006,0.020058981
10/4/2006,0.020062146
10/5/2006,0.020065312
10/6/2006,0.020068477
10/7/2006,0.020071643
10/8/2006,0.020074808
10/9/2006,0.020077974
10/10/2006,0.020081139
10/11/2006,0.020084304
10/12/2006,0.02008747
10/13/2006,0.020090635
10/14/2006,0.020093801
10/15/2006,0.020096966
10/16/2006,0.020100132
10/17/2006,0.020103297
10/18/2006,0.020106462
10/19/2006,0.020109628
10/20/2006,0.020112793
10/21/2006,0.020115959
10/22/2006,0.020119124
10/23/2006,0.02012229
10/24/2006,0.020125455
10/25/2006,0.02012862
10/26/2006,0.020131786
10/27/2006,0.020134951
10/28/2006,0.020138117
10/29/2006,0.020141282
10/30/2006,0.020144448
10/31/2006,0.020147613
11/1/2006,0.020150778
11/2/2006,0.020153944
11/3/2006,0.020157109
11/4/2006,0.020160275
11/5/2006,0.02016344
11/6/2006,0.020166605
11/7/2006,0.020169771
11/8/2006,0.020172936
11/9/2006,0.020176102
11/10/2006,0.020179267
11/11/2006,0.020182433
11/12/2006,0.020185598
11/13/2006,0.020188763
11/14/2006,0.020191929
11/15/2006,0.020195094
11/16/2006,0.02019826
11/17/2006,0.020201425
11/18/2006,0.020204591
11/19/2006,0.020207756
11/20/2006,0.020210921
11/21/2006,0.020214087
11/22/2006,0.020217252
11/23/2006,0.020220418
11/24/2006,0.020223583
11/25/2006,0.020226749
11/26/2006,0.020229914
11/27/2006,0.020233079
11/28/2006,0.020236245
11/29/2006,0.02023941
11/30/2006,0.020242576
12/1/2006,0.020245741
12/2/2006,0.020248907
12/3/2006,0.020252072
12/4/2006,0.020255237
12/5/2006,0.020258403
12/6/2006,0.020261568
12/7/2006,0.020264734
12/8/2006,0.020267899
12/9/2006,0.020271065
12/10/2006,0.02027423
12/11/2006,0.020277395
12/12/2006,0.020280561
12/13/2006,0.020283726
12/14/2006,0.020286892
12/15/2006,0.020290057
12/16/2006,0.020293223
12/17/2006,0.020296388
12/18/2006,0.020299553
12/19/2006,0.020302719
12/20/2006,0.020305884
12/21/2006,0.02030905
12/22/2006,0.020312215
12/23/2006,0.020315381
12/24/2006,0.020318546
12/25/2006,0.020321711
12/26/2006,0.020324877
12/27/2006,0.020328042
12/28/2006,0.020331208
12/29/2006,0.020334373
12/30/2006,0.020337539
12/31/2006,0.020340704
1/1/2007,0.020343869
1/2/2007,0.020347035
1/3/2007,0.0203502
1/4/2007,0.020353366
1/5/2007,0.020356531
1/6/2007,0.020359697
1/7/2007,0.020362862
1/8/2007,0.020366027
1/9/2007,0.020369193
1/10/2007,0.020372358
1/11/2007,0.020375524
1/12/2007,0.020378689
1/13/2007,0.020381855
1/14/2007,0.02038502
1/15/2007,0.020388185
1/16/2007,0.020391351
1/17/2007,0.020394516
1/18/2007,0.020397682
1/19/2007,0.020400847
1/20/2007,0.020404013
1/21/2007,0.020407178
1/22/2007,0.020410343
1/23/2007,0.020413509
1/24/2007,0.020416674
1/25/2007,0.02041984
1/26/2007,0.020423005
1/27/2007,0.020426171
1/28/2007,0.020429336
1/29/2007,0.020432501
1/30/2007,0.020435667
1/31/2007,0.020438832
2/1/2007,0.020441998
2/2/2007,0.020445163
2/3/2007,0.020448329
2/4/2007,0.020451494
2/5/2007,0.020454659
2/6/2007,0.020457825
2/7/2007,0.02046099
2/8/2007,0.020464156
2/9/2007,0.020467321
2/10/2007,0.020470487
2/11/2007,0.020473652
2/12/2007,0.020476817
2/13/2007,0.020479983
2/14/2007,0.020483148
2/15/2007,0.020486314
2/16/2007,0.020489479
2/17/2007,0.020492645
2/18/2007,0.02049581
2/19/2007,0.020498975
2/20/2007,0.020502141
2/21/2007,0.020505306
2/22/2007,0.020508472
2/23/2007,0.020511637
2/24/2007,0.020514803
2/25/2007,0.020517968
2/26/2007,0.020521133
2/27/2007,0.020524299
2/28/2007,0.020527464
3/1/2007,0.02053063
3/2/2007,0.020533795
3/3/2007,0.020536961
3/4/2007,0.020540126
3/5/2007,0.020543291
3/6/2007,0.020546457
3/7/2007,0.020549622
3/8/2007,0.020552788
3/9/2007,0.020555953
3/10/2007,0.020559119
3/11/2007,0.020562284
3/12/2007,0.020565449
3/13/2007,0.020568615
3/14/2007,0.02057178
3/15/2007,0.020574946
3/16/2007,0.020578111
3/17/2007,0.020581277
3/18/2007,0.020584442
3/19/2007,0.020587607
3/20/2007,0.020590773
3/21/2007,0.020593938
3/22/2007,0.020597104
3/23/2007,0.020600269
3/24/2007,0.020603435
3/25/2007,0.0206066
3/26/2007,0.020609765
3/27/2007,0.020612931
3/28/2007,0.020616096
3/29/2007,0.020619262
3/30/2007,0.020622427
3/31/2007,0.020625593
4/1/2007,0.020628758
4/2/2007,0.020631923
4/3/2007,0.020635089
4/4/2007,0.020638254
4/5/2007,0.02064142
4/6/2007,0.020644585
4/7/2007,0.020647751
4/8/2007,0.020650916
4/9/2007,0.020654081
4/10/2007,0.020657247
4/11/2007,0.020660412
4/12/2007,0.020663578
4/13/2007,0.020666743
4/14/2007,0.020669909
4/15/2007,0.020673074
4/16/2007,0.020676239
4/17/2007,0.020679405
4/18/2007,0.02068257
4/19/2007,0.020685736
4/20/2007,0.020688901
4/21/2007,0.020692067
4/22/2007,0.020695232
4/23/2007,0.020698397
4/24/2007,0.020701563
4/25/2007,0.020704728
4/26/2007,0.020707894
4/27/2007,0.020711059
4/28/2007,0.020714225
4/29/2007,0.02071739
4/30/2007,0.020720555
5/1/2007,0.020723721
5/2/2007,0.020726886
5/3/2007,0.020730052
5/4/2007,0.020733217
5/5/2007,0.020736383
5/6/2007,0.020739548
5/7/2007,0.020742713
5/8/2007,0.020745879
5/9/2007,0.020749044
5/10/2007,0.02075221
5/11/2007,0.020755375
5/12/2007,0.020758541
5/13/2007,0.020761706
5/14/2007,0.020764871
5/15/2007,0.020768037
5/16/2007,0.020771202
5/17/2007,0.020774368
5/18/2007,0.020777533
5/19/2007,0.020780699
5/20/2007,0.020783864
5/21/2007,0.020787029
5/22/2007,0.020790195
5/23/2007,0.02079336
5/24/2007,0.020796526
5/25/2007,0.020799691
5/26/2007,0.020802857
5/27/2007,0.020806022
5/28/2007,0.020809187
5/29/2007,0.020812353
5/30/2007,0.020815518
5/31/2007,0.020818684
6/1/2007,0.020821849
6/2/2007,0.020825015
6/3/2007,0.02082818
6/4/2007,0.020831345
6/5/2007,0.020834511
6/6/2007,0.020837676
6/7/2007,0.020840842
6/8/2007,0.020844007
6/9/2007,0.020847173
6/10/2007,0.020850338
6/11/2007,0.020853503
6/12/2007,0.020856669
6/13/2007,0.020859834
6/14/2007,0.020863
6/15/2007,0.020866165
6/16/2007,0.020869331
6/17/2007,0.020872496
6/18/2007,0.020875661
6/19/2007,0.020878827
6/20/2007,0.020881992
6/21/2007,0.020885158
6/22/2007,0.020888323
6/23/2007,0.020891489
6/24/2007,0.020894654
6/25/2007,0.020897819
6/26/2007,0.020900985
6/27/2007,0.02090415
6/28/2007,0.020907316
6/29/2007,0.020910481
6/30/2007,0.020913647
7/1/2007,0.020916812
7/2/2007,0.020919977
7/3/2007,0.020923143
7/4/2007,0.020926308
7/5/2007,0.020929474
7/6/2007,0.020932639
7/7/2007,0.020935805
7/8/2007,0.02093897
7/9/2007,0.020942135
7/10/2007,0.020945301
7/11/2007,0.020948466
7/12/2007,0.020951632
7/13/2007,0.020954797
7/14/2007,0.020957963
7/15/2007,0.020961128
7/16/2007,0.020964293
7/17/2007,0.020967459
7/18/2007,0.020970624
7/19/2007,0.02097379
7/20/2007,0.020976955
7/21/2007,0.020980121
7/22/2007,0.020983286
7/23/2007,0.020986451
7/24/2007,0.020989617
7/25/2007,0.020992782
7/26/2007,0.020995948
7/27/2007,0.020999113
7/28/2007,0.021002278
7/29/2007,0.021005444
7/30/2007,0.021008609
7/31/2007,0.021011775
8/1/2007,0.02101494
8/2/2007,0.021018106
8/3/2007,0.021021271
8/4/2007,0.021024436
8/5/2007,0.021027602
8/6/2007,0.021030767
8/7/2007,0.021033933
8/8/2007,0.021037098
8/9/2007,0.021040264
8/10/2007,0.021043429
8/11/2007,0.021046594
8/12/2007,0.02104976
8/13/2007,0.021052925
8/14/2007,0.021056091
8/15/2007,0.021059256
8/16/2007,0.021062422
8/17/2007,0.021065587
8/18/2007,0.021068752
8/19/2007,0.021071918
8/20/2007,0.021075083
8/21/2007,0.021078249
8/22/2007,0.021081414
8/23/2007,0.02108458
8/24/2007,0.021087745
8/25/2007,0.02109091
8/26/2007,0.021094076
8/27/2007,0.021097241
8/28/2007,0.021100407
8/29/2007,0.021103572
8/30/2007,0.021106738
8/31/2007,0.021109903
9/1/2007,0.021113068
9/2/2007,0.021116234
9/3/2007,0.021119399
9/4/2007,0.021122565
9/5/2007,0.02112573
9/6/2007,0.021128896
9/7/2007,0.021132061
9/8/2007,0.021135226
9/9/2007,0.021138392
9/10/2007,0.021141557
9/11/2007,0.021144723
9/12/2007,0.021147888
9/13/2007,0.021151054
9/14/2007,0.021154219
9/15/2007,0.021157384
9/16/2007,0.02116055
9/17/2007,0.021163715
9/18/2007,0.021166881
9/19/2007,0.021170046
9/20/2007,0.021173212
9/21/2007,0.021176377
9/22/2007,0.021179542
9/23/2007,0.021182708
9/24/2007,0.021185873
9/25/2007,0.021189039
9/26/2007,0.021192204
9/27/2007,0.02119537
9/28/2007,0.021198535
9/29/2007,0.0212017
9/30/2007,0.021204866
10/1/2007,0.021208031
10/2/2007,0.021211197
10/3/2007,0.021214362
10/4/2007,0.021217528
10/5/2007,0.021220693
10/6/2007,0.021223858
10/7/2007,0.021227024
10/8/2007,0.021230189
10/9/2007,0.021233355
10/10/2007,0.02123652
10/11/2007,0.021239686
10/12/2007,0.021242851
10/13/2007,0.021246016
10/14/2007,0.021249182
10/15/2007,0.021252347
10/16/2007,0.021255513
10/17/2007,0.021258678
10/18/2007,0.021261844
10/19/2007,0.021265009
10/20/2007,0.021268174
10/21/2007,0.02127134
10/22/2007,0.021274505
10/23/2007,0.021277671
10/24/2007,0.021280836
10/25/2007,0.021284002
10/26/2007,0.021287167
10/27/2007,0.021290332
10/28/2007,0.021293498
10/29/2007,0.021296663
10/30/2007,0.021299829
10/31/2007,0.021302994
11/1/2007,0.02130616
11/2/2007,0.021309325
11/3/2007,0.02131249
11/4/2007,0.021315656
11/5/2007,0.021318821
11/6/2007,0.021321987
11/7/2007,0.021325152
11/8/2007,0.021328318
11/9/2007,0.021331483
11/10/2007,0.021334648
11/11/2007,0.021337814
11/12/2007,0.021340979
11/13/2007,0.021344145
11/14/2007,0.02134731
11/15/2007,0.021350476
11/16/2007,0.021353641
11/17/2007,0.021356806
11/18/2007,0.021359972
11/19/2007,0.021363137
11/20/2007,0.021366303
11/21/2007,0.021369468
11/22/2007,0.021372634
11/23/2007,0.021375799
11/24/2007,0.021378964
11/25/2007,0.02138213
11/26/2007,0.021385295
11/27/2007,0.021388461
11/28/2007,0.021391626
11/29/2007,0.021394792
11/30/2007,0.021397957
12/1/2007,0.021401122
12/2/2007,0.021404288
12/3/2007,0.021407453
12/4/2007,0.021410619
12/5/2007,0.021413784
12/6/2007,0.02141695
12/7/2007,0.021420115
12/8/2007,0.02142328
12/9/2007,0.021426446
12/10/2007,0.021429611
12/11/2007,0.021432777
12/12/2007,0.021435942
12/13/2007,0.021439108
12/14/2007,0.021442273
12/15/2007,0.021445438
12/16/2007,0.021448604
12/17/2007,0.021451769
12/18/2007,0.021454935
12/19/2007,0.0214581
12/20/2007,0.021461266
12/21/2007,0.021464431
12/22/2007,0.021467596
12/23/2007,0.021470762
12/24/2007,0.021473927
12/25/2007,0.021477093
12/26/2007,0.021480258
12/27/2007,0.021483424
12/28/2007,0.021486589
12/29/2007,0.021489754
12/30/2007,0.02149292
12/31/2007,0.021496085
1/1/2008,0.021499251
1/2/2008,0.021502416
1/3/2008,0.021505582
1/4/2008,0.021508747
1/5/2008,0.021511912
1/6/2008,0.021515078
1/7/2008,0.021518243
1/8/2008,0.021521409
1/9/2008,0.021524574
1/10/2008,0.02152774
1/11/2008,0.021530905
1/12/2008,0.02153407
1/13/2008,0.021537236
1/14/2008,0.021540401
1/15/2008,0.021543567
1/16/2008,0.021546732
1/17/2008,0.021549898
1/18/2008,0.021553063
1/19/2008,0.021556228
1/20/2008,0.021559394
1/21/2008,0.021562559
1/22/2008,0.021565725
1/23/2008,0.02156889
1/24/2008,0.021572056
1/25/2008,0.021575221
1/26/2008,0.021578386
1/27/2008,0.021581552
1/28/2008,0.021584717
1/29/2008,0.021587883
1/30/2008,0.021591048
1/31/2008,0.021594214
2/1/2008,0.021597379
2/2/2008,0.021600544
2/3/2008,0.02160371
2/4/2008,0.021606875
2/5/2008,0.021610041
2/6/2008,0.021613206
2/7/2008,0.021616372
2/8/2008,0.021619537
2/9/2008,0.021622702
2/10/2008,0.021625868
2/11/2008,0.021629033
2/12/2008,0.021632199
2/13/2008,0.021635364
2/14/2008,0.02163853
2/15/2008,0.021641695
2/16/2008,0.02164486
2/17/2008,0.021648026
2/18/2008,0.021651191
2/19/2008,0.021654357
2/20/2008,0.021657522
2/21/2008,0.021660688
2/22/2008,0.021663853
2/23/2008,0.021667018
2/24/2008,0.021670184
2/25/2008,0.021673349
2/26/2008,0.021676515
2/27/2008,0.02167968
2/28/2008,0.021682846
2/29/2008,0.021686011
3/1/2008,0.021689176
3/2/2008,0.021692342
3/3/2008,0.021695507
3/4/2008,0.021698673
3/5/2008,0.021701838
3/6/2008,0.021705004
3/7/2008,0.021708169
3/8/2008,0.021711334
3/9/2008,0.0217145
3/10/2008,0.021717665
3/11/2008,0.021720831
3/12/2008,0.021723996
3/13/2008,0.021727162
3/14/2008,0.021730327
3/15/2008,0.021733492
3/16/2008,0.021736658
3/17/2008,0.021739823
3/18/2008,0.021742989
3/19/2008,0.021746154
3/20/2008,0.02174932
3/21/2008,0.021752485
3/22/2008,0.02175565
3/23/2008,0.021758816
3/24/2008,0.021761981
3/25/2008,0.021765147
3/26/2008,0.021768312
3/27/2008,0.021771478
3/28/2008,0.021774643
3/29/2008,0.021777808
3/30/2008,0.021780974
3/31/2008,0.021784139
4/1/2008,0.021787305
4/2/2008,0.02179047
4/3/2008,0.021793636
4/4/2008,0.021796801
4/5/2008,0.021799966
4/6/2008,0.021803132
4/7/2008,0.021806297
4/8/2008,0.021809463
4/9/2008,0.021812628
4/10/2008,0.021815793
4/11/2008,0.021818959
4/12/2008,0.021822124
4/13/2008,0.02182529
4/14/2008,0.021828455
4/15/2008,0.021831621
4/16/2008,0.021834786
4/17/2008,0.021837951
4/18/2008,0.021841117
4/19/2008,0.021844282
4/20/2008,0.021847448
4/21/2008,0.021850613
4/22/2008,0.021853779
4/23/2008,0.021856944
4/24/2008,0.021860109
4/25/2008,0.021863275
4/26/2008,0.02186644
4/27/2008,0.021869606
4/28/2008,0.021872771
4/29/2008,0.021875937
4/30/2008,0.021879102
5/1/2008,0.021882267
5/2/2008,0.021885433
5/3/2008,0.021888598
5/4/2008,0.021891764
5/5/2008,0.021894929
5/6/2008,0.021898095
5/7/2008,0.02190126
5/8/2008,0.021904425
5/9/2008,0.021907591
5/10/2008,0.021910756
5/11/2008,0.021913922
5/12/2008,0.021917087
5/13/2008,0.021920253
5/14/2008,0.021923418
5/15/2008,0.021926583
5/16/2008,0.021929749
5/17/2008,0.021932914
5/18/2008,0.02193608
5/19/2008,0.021939245
5/20/2008,0.021942411
5/21/2008,0.021945576
5/22/2008,0.021948741
5/23/2008,0.021951907
5/24/2008,0.021955072
5/25/2008,0.021958238
5/26/2008,0.021961403
5/27/2008,0.021964569
5/28/2008,0.021967734
5/29/2008,0.021970899
5/30/2008,0.021974065
5/31/2008,0.02197723
6/1/2008,0.021980396
6/2/2008,0.021983561
6/3/2008,0.021986727
6/4/2008,0.021989892
6/5/2008,0.021993057
6/6/2008,0.021996223
6/7/2008,0.021999388
6/8/2008,0.022002554
6/9/2008,0.022005719
6/10/2008,0.022008885
6/11/2008,0.02201205
6/12/2008,0.022015215
6/13/2008,0.022018381
6/14/2008,0.022021546
6/15/2008,0.022024712
6/16/2008,0.022027877
6/17/2008,0.022031043
6/18/2008,0.022034208
6/19/2008,0.022037373
6/20/2008,0.022040539
6/21/2008,0.022043704
6/22/2008,0.02204687
6/23/2008,0.022050035
6/24/2008,0.022053201
6/25/2008,0.022056366
6/26/2008,0.022059531
6/27/2008,0.022062697
6/28/2008,0.022065862
6/29/2008,0.022069028
6/30/2008,0.022072193
7/1/2008,0.022075359
7/2/2008,0.022078524
7/3/2008,0.022081689
7/4/2008,0.022084855
7/5/2008,0.02208802
7/6/2008,0.022091186
7/7/2008,0.022094351
7/8/2008,0.022097517
7/9/2008,0.022100682
7/10/2008,0.022103847
7/11/2008,0.022107013
7/12/2008,0.022110178
7/13/2008,0.022113344
7/14/2008,0.022116509
7/15/2008,0.022119675
7/16/2008,0.02212284
7/17/2008,0.022126005
7/18/2008,0.022129171
7/19/2008,0.022132336
7/20/2008,0.022135502
7/21/2008,0.022138667
7/22/2008,0.022141833
7/23/2008,0.022144998
7/24/2008,0.022148163
7/25/2008,0.022151329
7/26/2008,0.022154494
7/27/2008,0.02215766
7/28/2008,0.022160825
7/29/2008,0.022163991
7/30/2008,0.022167156
7/31/2008,0.022170321
8/1/2008,0.022173487
8/2/2008,0.022176652
8/3/2008,0.022179818
8/4/2008,0.022182983
8/5/2008,0.022186149
8/6/2008,0.022189314
8/7/2008,0.022192479
8/8/2008,0.022195645
8/9/2008,0.02219881
8/10/2008,0.022201976
8/11/2008,0.022205141
8/12/2008,0.022208307
8/13/2008,0.022211472
8/14/2008,0.022214637
8/15/2008,0.022217803
8/16/2008,0.022220968
8/17/2008,0.022224134
8/18/2008,0.022227299
8/19/2008,0.022230465
8/20/2008,0.02223363
8/21/2008,0.022236795
8/22/2008,0.022239961
8/23/2008,0.022243126
8/24/2008,0.022246292
8/25/2008,0.022249457
8/26/2008,0.022252623
8/27/2008,0.022255788
8/28/2008,0.022258953
8/29/2008,0.022262119
8/30/2008,0.022265284
8/31/2008,0.02226845
9/1/2008,0.022271615
9/2/2008,0.022274781
9/3/2008,0.022277946
9/4/2008,0.022281111
9/5/2008,0.022284277
9/6/2008,0.022287442
9/7/2008,0.022290608
9/8/2008,0.022293773
9/9/2008,0.022296939
9/10/2008,0.022300104
9/11/2008,0.022303269
9/12/2008,0.022306435
9/13/2008,0.0223096
9/14/2008,0.022312766
9/15/2008,0.022315931
9/16/2008,0.022319097
9/17/2008,0.022322262
9/18/2008,0.022325427
9/19/2008,0.022328593
9/20/2008,0.022331758
9/21/2008,0.022334924
9/22/2008,0.022338089
9/23/2008,0.022341255
9/24/2008,0.02234442
9/25/2008,0.022347585
9/26/2008,0.022350751
9/27/2008,0.022353916
9/28/2008,0.022357082
9/29/2008,0.022360247
9/30/2008,0.022363413
10/1/2008,0.022366578
10/2/2008,0.022369743
10/3/2008,0.022372909
10/4/2008,0.022376074
10/5/2008,0.02237924
10/6/2008,0.022382405
10/7/2008,0.022385571
10/8/2008,0.022388736
10/9/2008,0.022391901
10/10/2008,0.022395067
10/11/2008,0.022398232
10/12/2008,0.022401398
10/13/2008,0.022404563
10/14/2008,0.022407729
10/15/2008,0.022410894
